County,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Kansas-Leavenworth,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Kansas-Lincoln,0.9999973773956299,1.5912972628484567e-07,1.062167669374503e-07,1.902130151165693e-07,1.9733448652914376e-07,1.3834120693445584e-07,1.442840726895156e-07,1.6640461808492546e-07,1.8226955944555812e-07,2.0472782580327475e-07,3.55011053443377e-07,1.093610606517359e-07,2.779029841804004e-07,1.9815840346382174e-07,1.434119951682078e-07
Kansas-Linn,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Kansas-Logan,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Kansas-Lyon,0.9999973773956299,1.5955674825818278e-07,1.0650382620269738e-07,1.907339850504286e-07,1.9781909088578686e-07,1.386526520263942e-07,1.446498600898849e-07,1.6682123771261104e-07,1.8275622437613492e-07,2.052617276149249e-07,3.5579060408963414e-07,1.0965285213160314e-07,2.786641175589466e-07,1.9861663247411343e-07,1.4380066204466857e-07
Kansas-Marion,0.9999973773956299,1.5912972628484567e-07,1.062167669374503e-07,1.902130151165693e-07,1.9733448652914376e-07,1.3834120693445584e-07,1.442840726895156e-07,1.6640461808492546e-07,1.8226955944555812e-07,2.0472782580327475e-07,3.55011053443377e-07,1.093610606517359e-07,2.779029841804004e-07,1.9815840346382174e-07,1.434119951682078e-07
Kansas-Marshall,0.9999973773956299,1.6131488678183814e-07,1.0772205882858543e-07,1.929664676936227e-07,1.999004695107942e-07,1.4000251269408182e-07,1.4615689281072264e-07,1.6856343165727594e-07,1.8473829754839244e-07,2.0741191519846325e-07,3.590903361327946e-07,1.108516940462323e-07,2.817868391957745e-07,2.0046746840307605e-07,1.4542222004365613e-07
Kansas-McPherson,0.9999973773956299,1.597272643039105e-07,1.0662314053888622e-07,1.9095421066595009e-07,1.9799783501639467e-07,1.3875477122837765e-07,1.44788970146692e-07,1.6698103877388348e-07,1.8296968562481197e-07,2.0548266377318214e-07,3.560146240033646e-07,1.0976500419701551e-07,2.7898667553927226e-07,1.9875685097758833e-07,1.4395516245713225e-07
Kansas-Meade,0.9999973773956299,1.6131488678183814e-07,1.0772205882858543e-07,1.929664676936227e-07,1.999004695107942e-07,1.4000251269408182e-07,1.4615689281072264e-07,1.6856343165727594e-07,1.8473829754839244e-07,2.0741191519846325e-07,3.590903361327946e-07,1.108516940462323e-07,2.817868391957745e-07,2.0046746840307605e-07,1.4542222004365613e-07
Kansas-Miami,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Kansas-Mitchell,0.9999973773956299,1.5912972628484567e-07,1.062167669374503e-07,1.902130151165693e-07,1.9733448652914376e-07,1.3834120693445584e-07,1.442840726895156e-07,1.6640461808492546e-07,1.8226955944555812e-07,2.0472782580327475e-07,3.55011053443377e-07,1.093610606517359e-07,2.779029841804004e-07,1.9815840346382174e-07,1.434119951682078e-07
Kansas-Montgomery,0.9999973773956299,1.5912972628484567e-07,1.062167669374503e-07,1.902130151165693e-07,1.9733448652914376e-07,1.3834120693445584e-07,1.442840726895156e-07,1.6640461808492546e-07,1.8226955944555812e-07,2.0472782580327475e-07,3.55011053443377e-07,1.093610606517359e-07,2.779029841804004e-07,1.9815840346382174e-07,1.434119951682078e-07
Kansas-Morris,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Kansas-Morton,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Kansas-Nemaha,0.9999973773956299,1.5970761069183936e-07,1.0683688600465757e-07,1.9052183120038535e-07,1.991321454397621e-07,1.4028184125436383e-07,1.458889471450675e-07,1.6835313942920038e-07,1.83643606987971e-07,2.0641482478822581e-07,3.592646748984407e-07,1.1031364266500532e-07,2.79605671948957e-07,2.007444805940395e-07,1.4400693260085973e-07
Kansas-Neosho,0.9999973773956299,1.5912972628484567e-07,1.062167669374503e-07,1.902130151165693e-07,1.9733448652914376e-07,1.3834120693445584e-07,1.442840726895156e-07,1.6640461808492546e-07,1.8226955944555812e-07,2.0472782580327475e-07,3.55011053443377e-07,1.093610606517359e-07,2.779029841804004e-07,1.9815840346382174e-07,1.434119951682078e-07
Kansas-Ness,0.9999973773956299,1.5912972628484567e-07,1.062167669374503e-07,1.902130151165693e-07,1.9733448652914376e-07,1.3834120693445584e-07,1.442840726895156e-07,1.6640461808492546e-07,1.8226955944555812e-07,2.0472782580327475e-07,3.55011053443377e-07,1.093610606517359e-07,2.779029841804004e-07,1.9815840346382174e-07,1.434119951682078e-07
Kansas-Norton,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Kansas-Osage,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Kansas-Osborne,0.9999973773956299,1.6047233941662853e-07,1.071372608407728e-07,1.919093932656324e-07,1.98862650790943e-07,1.393139257288567e-07,1.4542027315656014e-07,1.677087908547037e-07,1.8382110056336387e-07,2.0641560638523515e-07,3.5733987147068547e-07,1.1028019031300573e-07,2.803463701184228e-07,1.9953077412537823e-07,1.4463495290328865e-07
Kansas-Ottawa,0.9999973773956299,1.5912972628484567e-07,1.062167669374503e-07,1.902130151165693e-07,1.9733448652914376e-07,1.3834120693445584e-07,1.442840726895156e-07,1.6640461808492546e-07,1.8226955944555812e-07,2.0472782580327475e-07,3.55011053443377e-07,1.093610606517359e-07,2.779029841804004e-07,1.9815840346382174e-07,1.434119951682078e-07
Kansas-Pawnee,0.9999973773956299,1.591300389236494e-07,1.0621697299484367e-07,1.902133845987919e-07,1.9733467127025506e-07,1.3834133483214828e-07,1.4428420058720803e-07,1.664049307237292e-07,1.8226955944555812e-07,2.0472802475524077e-07,3.55011053443377e-07,1.093610606517359e-07,2.7790323997578525e-07,1.9815877294604434e-07,1.434122793853021e-07
Kansas-Phillips,0.9999973773956299,1.591300389236494e-07,1.0621697299484367e-07,1.902133845987919e-07,1.9733467127025506e-07,1.3834133483214828e-07,1.4428420058720803e-07,1.664049307237292e-07,1.8226955944555812e-07,2.0472802475524077e-07,3.55011053443377e-07,1.093610606517359e-07,2.7790323997578525e-07,1.9815877294604434e-07,1.434122793853021e-07
Kansas-Pottawatomie,0.9999974966049194,1.5416325993555802e-07,1.0273071637811881e-07,1.8315145666747412e-07,1.9173121756921319e-07,1.3510228313862171e-07,1.4038998585874651e-07,1.6212892717248906e-07,1.7670858198925998e-07,1.989190110407435e-07,3.4801942661033536e-07,1.0604229316868441e-07,2.682981232737802e-07,1.934813553816639e-07,1.3888561056774051e-07
Kansas-Pratt,0.9999973773956299,1.6136796432419942e-07,1.0774322589668373e-07,1.9300989606563235e-07,1.9985471055861126e-07,1.3992561775921786e-07,1.4615548593610583e-07,1.685653643335172e-07,1.8485479813534766e-07,2.0752688101310923e-07,3.5883084592569503e-07,1.1087939810749958e-07,2.819430164890946e-07,2.0040592119130451e-07,1.4544608006872295e-07
Kansas-Rawlins,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Kansas-Reno,0.9999973773956299,1.6050907447606733e-07,1.0714870057881853e-07,1.919086543011872e-07,1.9886587665496336e-07,1.3929266629020276e-07,1.454324802807605e-07,1.6772958133515203e-07,1.8386475630904897e-07,2.0644867504415743e-07,3.573412357127381e-07,1.1028881630181786e-07,2.80376298178453e-07,1.9953705532316235e-07,1.4466034770066472e-07
Kansas-Republic,0.9999973773956299,1.6334519159499905e-07,1.0911332992691314e-07,1.9552227570329705e-07,2.022167109316797e-07,1.4146961291316984e-07,1.4784984614379937e-07,1.7052893497293553e-07,1.8706447235672385e-07,2.099406941624693e-07,3.6260215097172477e-07,1.1223435336660259e-07,2.854461058632296e-07,2.0251643206847803e-07,1.472730133400546e-07
Kansas-Rice,0.9999973773956299,1.5912972628484567e-07,1.062167669374503e-07,1.902130151165693e-07,1.9733448652914376e-07,1.3834120693445584e-07,1.442840726895156e-07,1.6640461808492546e-07,1.8226955944555812e-07,2.0472782580327475e-07,3.55011053443377e-07,1.093610606517359e-07,2.779029841804004e-07,1.9815840346382174e-07,1.434119951682078e-07
Kansas-Riley,0.9999974966049194,1.5346647330716223e-07,1.0225450353118504e-07,1.8229462739327573e-07,1.9088339797690423e-07,1.345343747516381e-07,1.397722684259861e-07,1.6141724756835174e-07,1.759387799893375e-07,1.980719019911703e-07,3.4655914760151063e-07,1.0556220786384074e-07,2.670829530870833e-07,1.9267815787316067e-07,1.3823981248606287e-07
Kansas-Rooks,0.9999973773956299,1.6047233941662853e-07,1.071372608407728e-07,1.919093932656324e-07,1.98862650790943e-07,1.393139257288567e-07,1.4542027315656014e-07,1.677087908547037e-07,1.8382110056336387e-07,2.0641560638523515e-07,3.5733987147068547e-07,1.1028019031300573e-07,2.803463701184228e-07,1.9953077412537823e-07,1.4463495290328865e-07
Kansas-Rush,0.9999973773956299,1.5912972628484567e-07,1.062167669374503e-07,1.902130151165693e-07,1.9733448652914376e-07,1.3834120693445584e-07,1.442840726895156e-07,1.6640461808492546e-07,1.8226955944555812e-07,2.0472782580327475e-07,3.55011053443377e-07,1.093610606517359e-07,2.779029841804004e-07,1.9815840346382174e-07,1.434119951682078e-07
Kansas-Russell,0.9999973773956299,1.631745476515789e-07,1.0930163085731692e-07,1.9531186978838377e-07,2.0331466998868564e-07,1.4307457263385004e-07,1.4901115719112568e-07,1.7163219467875024e-07,1.8756198016944836e-07,2.1057613253105956e-07,3.6559771388056106e-07,1.128467559396995e-07,2.863272641207004e-07,2.0486240259742772e-07,1.4703850581554434e-07
Kansas-Saline,0.9999972581863403,1.7240451199995732e-07,1.1511964714827627e-07,2.0737608963372622e-07,2.1217040568899392e-07,1.4818748184097785e-07,1.5553956700387062e-07,1.7854719658316753e-07,1.9681816354477633e-07,2.210873617514153e-07,3.7883026493545913e-07,1.1862587001587599e-07,3.0180640919752477e-07,2.127222984427135e-07,1.5526983077052137e-07
Kansas-Scott,0.9999973773956299,1.6713988770789e-07,1.1150950740557164e-07,2.0069548156698147e-07,2.0608338502370316e-07,1.442429322651151e-07,1.5105490547284717e-07,1.7344694924759096e-07,1.9089704039743083e-07,2.1460755306179635e-07,3.6921858281857567e-07,1.1501629160193261e-07,2.924137163518026e-07,2.0717725135455112e-07,1.5045078782804922e-07
Kansas-Sedgwick,0.9999974966049194,1.554666368974722e-07,1.0363502411792069e-07,1.8486220199065428e-07,1.93181563190592e-07,1.3604832815872214e-07,1.4160150385578163e-07,1.6341812170139747e-07,1.7831699494763598e-07,2.0066660511020018e-07,3.502869958538213e-07,1.0696800245568738e-07,2.7087008902526577e-07,1.9489846181386383e-07,1.4007304116603336e-07
Kansas-Seward,0.9999973773956299,1.5912972628484567e-07,1.062167669374503e-07,1.902130151165693e-07,1.9733448652914376e-07,1.3834120693445584e-07,1.442840726895156e-07,1.6640461808492546e-07,1.8226955944555812e-07,2.0472782580327475e-07,3.55011053443377e-07,1.093610606517359e-07,2.779029841804004e-07,1.9815840346382174e-07,1.434119951682078e-07
Kansas-Shawnee,0.9999974966049194,1.5495714933422278e-07,1.0329382860163605e-07,1.8425006942379696e-07,1.926226644854978e-07,1.3568966039656516e-07,1.4113960844497342e-07,1.6291488691422273e-07,1.7770550186924083e-07,1.9999583855678793e-07,3.4937619375341455e-07,1.0661825911029155e-07,2.69931945240387e-07,1.943392362591112e-07,1.3960986677830078e-07
Kansas-Sheridan,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Kansas-Sherman,0.9999973773956299,1.5912972628484567e-07,1.062167669374503e-07,1.902130151165693e-07,1.9733448652914376e-07,1.3834120693445584e-07,1.442840726895156e-07,1.6640461808492546e-07,1.8226955944555812e-07,2.0472782580327475e-07,3.55011053443377e-07,1.093610606517359e-07,2.779029841804004e-07,1.9815840346382174e-07,1.434119951682078e-07
Kansas-Smith,0.9999973773956299,1.5912972628484567e-07,1.062167669374503e-07,1.902130151165693e-07,1.9733448652914376e-07,1.3834120693445584e-07,1.442840726895156e-07,1.6640461808492546e-07,1.8226955944555812e-07,2.0472782580327475e-07,3.55011053443377e-07,1.093610606517359e-07,2.779029841804004e-07,1.9815840346382174e-07,1.434119951682078e-07
Kansas-Stafford,0.9999973773956299,1.597272643039105e-07,1.0662314053888622e-07,1.9095421066595009e-07,1.9799783501639467e-07,1.3875477122837765e-07,1.44788970146692e-07,1.6698103877388348e-07,1.8296968562481197e-07,2.0548266377318214e-07,3.560146240033646e-07,1.0976500419701551e-07,2.7898667553927226e-07,1.9875685097758833e-07,1.4395516245713225e-07
Kansas-Stanton,0.9999973773956299,1.5912972628484567e-07,1.062167669374503e-07,1.902130151165693e-07,1.9733448652914376e-07,1.3834120693445584e-07,1.442840726895156e-07,1.6640461808492546e-07,1.8226955944555812e-07,2.0472782580327475e-07,3.55011053443377e-07,1.093610606517359e-07,2.779029841804004e-07,1.9815840346382174e-07,1.434119951682078e-07
Kansas-Stevens,0.9999973773956299,1.5912972628484567e-07,1.062167669374503e-07,1.902130151165693e-07,1.9733448652914376e-07,1.3834120693445584e-07,1.442840726895156e-07,1.6640461808492546e-07,1.8226955944555812e-07,2.0472782580327475e-07,3.55011053443377e-07,1.093610606517359e-07,2.779029841804004e-07,1.9815840346382174e-07,1.434119951682078e-07
Kansas-Sumner,0.9999974966049194,1.5346647330716223e-07,1.0225450353118504e-07,1.8229462739327573e-07,1.9088339797690423e-07,1.345343747516381e-07,1.397722684259861e-07,1.6141724756835174e-07,1.759387799893375e-07,1.980719019911703e-07,3.4655914760151063e-07,1.0556220786384074e-07,2.670829530870833e-07,1.9267815787316067e-07,1.3823981248606287e-07
Kansas-Thomas,0.9999973773956299,1.634985551390855e-07,1.0911978165495384e-07,1.9590508770761517e-07,2.0211626861055265e-07,1.4149863147849828e-07,1.4795507752296544e-07,1.7029621801611938e-07,1.8703879334225348e-07,2.100925087233918e-07,3.626246325438842e-07,1.1241110087212292e-07,2.858290883978043e-07,2.029404271297608e-07,1.4726177255397488e-07
Kansas-Trego,0.9999973773956299,1.5912972628484567e-07,1.062167669374503e-07,1.902130151165693e-07,1.9733448652914376e-07,1.3834120693445584e-07,1.442840726895156e-07,1.6640461808492546e-07,1.8226955944555812e-07,2.0472782580327475e-07,3.55011053443377e-07,1.093610606517359e-07,2.779029841804004e-07,1.9815840346382174e-07,1.434119951682078e-07
Kansas-Wabaunsee,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Kansas-Wallace,0.9999973773956299,1.5912972628484567e-07,1.062167669374503e-07,1.902130151165693e-07,1.9733448652914376e-07,1.3834120693445584e-07,1.442840726895156e-07,1.6640461808492546e-07,1.8226955944555812e-07,2.0472782580327475e-07,3.55011053443377e-07,1.093610606517359e-07,2.779029841804004e-07,1.9815840346382174e-07,1.434119951682078e-07
Kansas-Washington,0.9999973773956299,1.6021574822389084e-07,1.0695106311686686e-07,1.9154880703808885e-07,1.9855035304772173e-07,1.391073425338618e-07,1.452035434112986e-07,1.6745595132761082e-07,1.8352577058067254e-07,2.0609026307738532e-07,3.568984823232313e-07,1.1009713318799186e-07,2.7985296924271097e-07,1.992742397760594e-07,1.4439928008869174e-07
Kansas-Wichita,0.9999973773956299,1.5912972628484567e-07,1.062167669374503e-07,1.902130151165693e-07,1.9733448652914376e-07,1.3834120693445584e-07,1.442840726895156e-07,1.6640461808492546e-07,1.8226955944555812e-07,2.0472782580327475e-07,3.55011053443377e-07,1.093610606517359e-07,2.779029841804004e-07,1.9815840346382174e-07,1.434119951682078e-07
Kansas-Wilson,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Kansas-Woodson,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Kansas-Wyandotte,0.9999973773956299,1.5594832802889869e-07,1.0398171923498012e-07,1.8564449533187144e-07,1.937392681838901e-07,1.3635096252073708e-07,1.4197429720752552e-07,1.6377633471620356e-07,1.788450987305623e-07,2.0118990562423278e-07,3.5081885130239243e-07,1.0733033661836089e-07,2.7192555762667325e-07,1.9538880735581188e-07,1.4046631235942186e-07
Kentucky-Adair,0.9999973773956299,1.591300389236494e-07,1.0621697299484367e-07,1.902133845987919e-07,1.9733467127025506e-07,1.3834133483214828e-07,1.4428420058720803e-07,1.664049307237292e-07,1.8226955944555812e-07,2.0472802475524077e-07,3.55011053443377e-07,1.093610606517359e-07,2.7790323997578525e-07,1.9815877294604434e-07,1.434122793853021e-07
Kentucky-Allen,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Kentucky-Anderson,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Kentucky-Ballard,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Kentucky-Barren,0.9999973773956299,1.5912972628484567e-07,1.062167669374503e-07,1.902130151165693e-07,1.9733448652914376e-07,1.3834120693445584e-07,1.442840726895156e-07,1.6640461808492546e-07,1.8226955944555812e-07,2.0472782580327475e-07,3.55011053443377e-07,1.093610606517359e-07,2.779029841804004e-07,1.9815840346382174e-07,1.434119951682078e-07
Kentucky-Bath,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Kentucky-Bell,0.9999973773956299,1.5912972628484567e-07,1.062167669374503e-07,1.902130151165693e-07,1.9733448652914376e-07,1.3834120693445584e-07,1.442840726895156e-07,1.6640461808492546e-07,1.8226955944555812e-07,2.0472782580327475e-07,3.55011053443377e-07,1.093610606517359e-07,2.779029841804004e-07,1.9815840346382174e-07,1.434119951682078e-07
Kentucky-Boone,0.9999974966049194,1.5346647330716223e-07,1.0225450353118504e-07,1.8229462739327573e-07,1.9088339797690423e-07,1.345343747516381e-07,1.397722684259861e-07,1.6141724756835174e-07,1.759387799893375e-07,1.980719019911703e-07,3.4655914760151063e-07,1.0556220786384074e-07,2.670829530870833e-07,1.9267815787316067e-07,1.3823981248606287e-07
Kentucky-Bourbon,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Kentucky-Boyd,0.9999973773956299,1.6286935533571523e-07,1.0868607347447323e-07,1.9207838874990557e-07,2.036585442510841e-07,1.4486853672224242e-07,1.4920368585080723e-07,1.7290047082951787e-07,1.8749598496015096e-07,2.1188128584981314e-07,3.6916367207595613e-07,1.1291436408100708e-07,2.826677700795699e-07,2.0696161584510264e-07,1.4700877670748014e-07
Kentucky-Boyle,0.9999973773956299,1.5912972628484567e-07,1.062167669374503e-07,1.902130151165693e-07,1.9733448652914376e-07,1.3834120693445584e-07,1.442840726895156e-07,1.6640461808492546e-07,1.8226955944555812e-07,2.0472782580327475e-07,3.55011053443377e-07,1.093610606517359e-07,2.779029841804004e-07,1.9815840346382174e-07,1.434119951682078e-07
Kentucky-Bracken,0.9999973773956299,1.5912972628484567e-07,1.062167669374503e-07,1.902130151165693e-07,1.9733448652914376e-07,1.3834120693445584e-07,1.442840726895156e-07,1.6640461808492546e-07,1.8226955944555812e-07,2.0472782580327475e-07,3.55011053443377e-07,1.093610606517359e-07,2.779029841804004e-07,1.9815840346382174e-07,1.434119951682078e-07
Kentucky-Breathitt,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Kentucky-Breckinridge,0.9999973773956299,1.5988345580808527e-07,1.0694188290472084e-07,1.9071616463861574e-07,1.9931870554046327e-07,1.4046443652659946e-07,1.460710450373881e-07,1.685322530420308e-07,1.8386177202955878e-07,2.0673495271239517e-07,3.5962290212410153e-07,1.1047050207935172e-07,2.799453397983598e-07,2.0104566544887348e-07,1.4416261251426477e-07
Kentucky-Bullitt,0.9999974966049194,1.5346647330716223e-07,1.0225450353118504e-07,1.8229462739327573e-07,1.9088339797690423e-07,1.345343747516381e-07,1.397722684259861e-07,1.6141724756835174e-07,1.759387799893375e-07,1.980719019911703e-07,3.4655914760151063e-07,1.0556220786384074e-07,2.670829530870833e-07,1.9267815787316067e-07,1.3823981248606287e-07
Kentucky-Butler,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Kentucky-Caldwell,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Kentucky-Calloway,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Kentucky-Campbell,0.9999974966049194,1.5346647330716223e-07,1.0225450353118504e-07,1.8229462739327573e-07,1.9088339797690423e-07,1.345343747516381e-07,1.397722684259861e-07,1.6141724756835174e-07,1.759387799893375e-07,1.980719019911703e-07,3.4655914760151063e-07,1.0556220786384074e-07,2.670829530870833e-07,1.9267815787316067e-07,1.3823981248606287e-07
Kentucky-Carlisle,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Kentucky-Carroll,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Kentucky-Carter,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
